No;Kode Wilayah;Kabupaten_Kota;Provinsi;Tahun;Penduduk_Miskin (%);Konsumsi_Protein (Gram);Konsumsi_Energi (Gram);Konsumsi_Lemak (Gram);Konsumsi_Sayur_dan_Buah (Gram);Skor Konsumsi Gizi
1334;5314;Kabupaten Rote Ndao;Nusa Tenggara Timur;2023;27.05;43.2;1579;7.1;50.62;74.19
1335;5315;Kabupaten Manggarai Barat;Nusa Tenggara Timur;2023;16.82;57.2;2006;6.46;90.55;114.35
1336;5317;Kabupaten Sumba Tengah;Nusa Tenggara Timur;2023;31.78;55;1852;4.36;20.05;56.9
1337;5318;Kabupaten Sumba Barat Daya;Nusa Tenggara Timur;2023;27.48;52.4;1896;4.29;78.47;101.32
1338;5316;Kabupaten Nagekeo;Nusa Tenggara Timur;2023;12.33;47.3;1775;6.46;70.99;93.2
1339;5319;Kabupaten Manggarai Timur;Nusa Tenggara Timur;2023;25.06;60;2219;6.85;66.82;99.52
1340;5320;Kabupaten Sabu Raijua;Nusa Tenggara Timur;2023;28.37;62;2095;10.15;84.03;113.41
1341;5321;Kabupaten Malaka;Nusa Tenggara Timur;2023;14.42;54.3;2041;7.89;94.92;117.53
1342;5371;Kota Kupang;Nusa Tenggara Timur;2023;8.61;53.6;1768;7.62;68.97;94.34
1343;6101;Kabupaten Sambas;Kalimantan Barat;2023;7.08;63.3;2065;8.56;65.4;98.66
1344;6107;Kabupaten Bengkayang;Kalimantan Barat;2023;6.28;60.9;2069;9.17;83.9;112.27
1345;6108;Kabupaten Landak;Kalimantan Barat;2023;9.97;64.4;2174;9.98;76.1;108.97
1346;6102;Kabupaten Mempawah;Kalimantan Barat;2023;5.21;60.7;1948;9.61;61.4;93.78
1347;6103;Kabupaten Sanggau;Kalimantan Barat;2023;4.79;51.2;1677;8.01;64.6;89.27
1348;6104;Kabupaten Ketapang;Kalimantan Barat;2023;9.25;58.1;1858;9.29;66.9;95.98
1349;6105;Kabupaten Sintang;Kalimantan Barat;2023;8.18;56.8;1900;9.4;73.2;100.83
1350;6106;Kabupaten Kapuas Hulu;Kalimantan Barat;2023;8.16;63.4;2088;8.75;73.1;104.93
1351;6109;Kabupaten Sekadau;Kalimantan Barat;2023;5.9;56.9;1949;8.75;72.1;100.29
1352;6110;Kabupaten Melawai;Kalimantan Barat;2023;11.12;56.5;1945;10.39;68.6;98.02
1353;6111;Kabupaten Kayong Utara;Kalimantan Barat;2023;9.13;63.1;2099;9.94;66.3;100.15
1354;6112;Kabupaten Kubu Raya;Kalimantan Barat;2023;4.23;50.8;1762;9.82;50.9;80.15
1355;6171;Kota Pontianak;Kalimantan Barat;2023;4.45;61.3;1861;10.44;68.3;98.7
1356;6172;Kota Singkawang;Kalimantan Barat;2023;4.7;58.8;1859;9.34;70.7;99.19
1357;6201;Kabupaten Kotawaringin Barat;Kalimantan Tengah;2023;4.18;66.1;2106;11.26;86.13;117.07
1358;6202;Kabupaten Kotawaringin Timur;Kalimantan Tengah;2023;5.69;65;2214;11.64;77.76;111.51
1359;6203;Kabupaten Kapuas;Kalimantan Tengah;2023;5.21;61.7;2153;11.24;65.93;100.39
1360;6204;Kabupaten Barito Selatan;Kalimantan Tengah;2023;4.72;62.4;2213;11.79;63.89;99.92
1361;6205;Kabupaten Barito Utara;Kalimantan Tengah;2023;5.35;55.5;2003;12.73;80.74;108.46
1362;6208;Kabupaten Sukamara;Kalimantan Tengah;2023;3.96;69.2;2057;11.7;72.57;107.44
1363;6209;Kabupaten Lamandau;Kalimantan Tengah;2023;3.12;72.3;2314;13.26;92.13;126.92
1364;6207;Kabupaten Seruyan;Kalimantan Tengah;2023;7.12;60.6;2073;11.38;71.98;103.85
1365;6206;Kabupaten Katingan;Kalimantan Tengah;2023;4.99;64.5;2119;8.54;87.88;116.96
1366;6211;Kabupaten Pulang Pisau;Kalimantan Tengah;2023;4.58;65.8;2328;11.88;83.04;117.15
1367;6210;Kabupaten Gunung Mas;Kalimantan Tengah;2023;5.47;59.5;1939;9.02;66.51;96.95
1368;6213;Kabupaten Barito Timur;Kalimantan Tengah;2023;6.63;64.9;2211;10.57;67.91;103.46
1369;6212;Kabupaten Murung Raya;Kalimantan Tengah;2023;6.44;55.5;2003;9.92;60.96;92.21
1370;6271;Kota Palangka Raya;Kalimantan Tengah;2023;3.44;69.2;2057;9.49;83.62;115.12
1371;6301;Kabupaten Tanah Laut;Kalimantan Selatan;2023;3.73;69.1;2290;11.74;82.95;117.85
1372;6302;Kabupaten Kota Baru;Kalimantan Selatan;2023;4.32;65.7;2056;11.22;61.33;97.31
1373;6303;Kabupaten Banjar;Kalimantan Selatan;2023;2.44;65.5;2133;9.62;59.29;95.88
1374;6304;Kabupaten Barito Kuala;Kalimantan Selatan;2023;4.6;65.4;2222;9.82;64.06;100.53
1375;6305;Kabupaten Tapin;Kalimantan Selatan;2023;3.19;72.7;2364;10.36;67.62;107.66
1376;6306;Hulu Sungai Selatan;Kalimantan Selatan;2023;4.01;71.7;2283;10.07;57.78;98.76
1377;6307;Hulu Sungai Tengah;Kalimantan Selatan;2023;5.84;73.9;2352;8.9;75.99;113.88
1378;6308;Hulu Sungai Utara;Kalimantan Selatan;2023;6.25;62.7;2134;9.58;47.49;85.76
1379;6309;Kabupaten Tabalong;Kalimantan Selatan;2023;5.77;64.3;2141;10.48;69;103.31
1380;6310;Kabupaten Tanah Bumbu;Kalimantan Selatan;2023;4.12;68.6;2177;10.81;80.49;114.24
1381;6311;Kabupaten Balangan;Kalimantan Selatan;2023;5.22;62.4;2181;10.18;62.46;97.89
1382;6371;Kota Banjarmasin;Kalimantan Selatan;2023;4.63;66.2;2039;8.92;64.65;99.02
1383;6372;Kota Banjar Baru;Kalimantan Selatan;2023;3.92;69.7;2105;10.51;80.93;114.12
1384;6401;Kabupaten Paser;Kalimantan Timur;2023;9.11;64.5;2023;11.8;90.3;119.02
1385;6407;Kabupaten Kutai Barat;Kalimantan Timur;2023;9.72;67.6;2135;11.9;79.5;113.07
1386;6402;Kabupaten Kutai Kertanegara;Kalimantan Timur;2023;7.61;65;2036;10.7;81.7;112.31
1387;6408;Kabupaten Kutai Timur;Kalimantan Timur;2023;9.06;66.1;2071;11.5;81.4;113.16
1388;6403;Kabupaten Berau;Kalimantan Timur;2023;5.54;65.1;1998;10.6;82.3;112.38
1389;6409;Kabupaten Penajam Paser Utara;Kalimantan Timur;2023;6.97;59.1;1961;12.9;77.1;106.62
1390;6411;Kabupaten Mahakam Ulu;Kalimantan Timur;2023;11.38;61.1;2049;12.9;74;105.9
1391;6471;Kota Balikpapan;Kalimantan Timur;2023;2.31;66.2;1993;10.3;82.7;112.93
1392;6472;Kota Samarinda;Kalimantan Timur;2023;4.81;67.8;1976;10.9;73;106.1
1393;6474;Kota Bontang;Kalimantan Timur;2023;4.11;64.2;1885;9.1;79.2;107.91
1394;6502;Kabupaten Malinau;Kalimantan Utara;2023;6.54;57.9;1828;8.2;64.2;93.11
1395;6501;Kabupaten Bulungan;Kalimantan Utara;2023;8.99;66.8;2060;9.4;85.2;115.44
1396;6504;Kabupaten Tana Tidung;Kalimantan Utara;2023;4.62;60.9;1809;8.9;63.3;93.59
1397;6503;Kabupaten Nunukan;Kalimantan Utara;2023;5.53;58.1;1859;8.6;55;86.58
1398;6571;Kota Tarakan;Kalimantan Utara;2023;6.1;64.5;1863;9.3;62.3;94.87
1399;7101;Kabupaten Bolaang Mongondow;Sulawesi Utara;2023;7.37;60;2112;11;82.4;111.91
1400;7102;Kabupaten Minahasa;Sulawesi Utara;2023;6.87;71;2237;11.7;87.2;121.25
1401;7103;Kabupaten Kepulauan Sangihe;Sulawesi Utara;2023;11.01;56;1932;9.3;62.5;92.6
1402;7104;Kabupaten Kepulauan Talaud;Sulawesi Utara;2023;8.46;62;1965;9;63;95.44
1403;7105;Kabupaten Minahasa Selatan;Sulawesi Utara;2023;8.89;69;2198;11.8;83.5;117.29
1404;7106;Kabupaten Minahasa Utara;Sulawesi Utara;2023;6.65;67;2090;11.9;77.6;110.91
1405;7108;Kabupaten Bolaang Mongondow Utara;Sulawesi Utara;2023;7.9;61;2055;9;64.9;97.48
1406;7109;Kabupaten Kep. Siau Tagulandang Biaro;Sulawesi Utara;2023;8.76;55;1955;10.7;62.6;93.07
1407;7107;Kabupaten Minahasa Tenggara;Sulawesi Utara;2023;11.84;65;2190;12;76.4;110.34
1408;7111;Kabupaten Bolaang Mongondow Selatan;Sulawesi Utara;2023;12.04;58.8;2022;12;78.8;108.12
1409;7110;Kabupaten Bolaang Mongondow Timur;Sulawesi Utara;2023;5.8;65.6;2220;12.3;97.4;127.14
1410;7171;Kota Manado;Sulawesi Utara;2023;5.79;63.5;1982;12.4;66.6;100.21
1411;7172;Kota Bitung;Sulawesi Utara;2023;6.56;70.5;2206;10.9;80.7;115.45
1412;7173;Kota Tomohon;Sulawesi Utara;2023;5.6;71.3;2213;12.1;92;124.95
1413;7174;Kota Kotamobago;Sulawesi Utara;2023;5.03;63.6;2042;10.9;80.2;110.78
1414;7207;Kabupaten Banggai Kepulauan;Sulawesi Tengah;2023;12.9;58.4;2001;8.82;74.52;103.28
1415;7201;Kabupaten Banggai;Sulawesi Tengah;2023;6.94;60.6;2093;10.26;88.6;116.43
1416;7206;Kabupaten Morowali;Sulawesi Tengah;2023;12.31;68.6;2256;12.6;33.18;79.34
1417;7202;Kabupaten Poso;Sulawesi Tengah;2023;15.16;62.7;2222;10.08;92.95;121.85
1418;7203;Kabupaten Donggala;Sulawesi Tengah;2023;16.25;74.5;2581;8.2;103.03;137.05
1419;7204;Kabupaten Toli-Toli;Sulawesi Tengah;2023;12.85;50.3;1735;8.07;-59.23;-5.68
1420;7205;Kabupaten Buol;Sulawesi Tengah;2023;13.36;48.6;1794;8.21;62.73;88.18
1421;7208;Kabupaten Parigi Moutong;Sulawesi Tengah;2023;14.91;52.5;1858;7.7;84.53;106.88
1422;7209;Kabupaten Tojo Una-Una;Sulawesi Tengah;2023;16.74;51.5;1875;9;83.06;106.04
1423;7210;Kabupaten Sigi;Sulawesi Tengah;2023;12.83;58.1;2069;8.97;88.65;114.81
1424;7211;Kabupaten Banggai Laut;Sulawesi Tengah;2023;14.15;59;2138;13.62;73.32;105.8
1425;7212;Kabupaten Morowali Utara;Sulawesi Tengah;2023;12.85;60.7;2166;11.03;95.79;123.05
1426;7271;Kota Palu;Sulawesi Tengah;2023;6.56;61;2022;11.03;81.49;110.65
1427;7301;Kabupaten Selayar;Sulawesi Selatan;2023;12.27;63.8;2253;9.6;63.6;99.82
1428;7302;Kabupaten Bulukumba;Sulawesi Selatan;2023;7.22;66;2175;8.9;116.5;140.25
1429;7303;Kabupaten Bantaeng;Sulawesi Selatan;2023;9.18;58.1;2147;8.8;104.5;127.76
1430;7304;Kabupaten Jeneponto;Sulawesi Selatan;2023;13.06;67.7;2260;8.6;85.3;117.66
1431;7305;Kabupaten Takalar;Sulawesi Selatan;2023;8.29;71.9;2315;8;83.9;118.5
1432;7306;Kabupaten Gowa;Sulawesi Selatan;2023;7.42;64.5;2196;9.6;88.9;118.94
1433;7307;Kabupaten Sinjai;Sulawesi Selatan;2023;8.55;65.8;2116;8.5;97.2;124.56
1434;7309;Kabupaten Maros;Sulawesi Selatan;2023;9.65;66.4;2237;9.7;78;111.73
1435;7310;Kabupaten Pangkajene dan Kepulauan;Sulawesi Selatan;2023;13.4;80;2617;9;80.6;122.51
1436;7311;Kabupaten Barru;Sulawesi Selatan;2023;8.46;61.5;2077;9.1;73;104.17
1437;7308;Kabupaten Bone;Sulawesi Selatan;2023;10.53;54.7;1900;8.4;62;91.06
1438;7312;Kabupaten Soppeng;Sulawesi Selatan;2023;7.48;64.9;2059;8.9;25.5;68.62
1439;7313;Kabupaten Wajo;Sulawesi Selatan;2023;6.73;62.6;2070;9.4;79.9;109.92
1440;7314;Kabupaten Sidenreng Rappang;Sulawesi Selatan;2023;5.14;61.4;1961;8.4;67.4;98.34
1441;7315;Kabupaten Pinrang;Sulawesi Selatan;2023;8.9;61.7;1994;8;72.8;102.8
1442;7316;Kabupaten Enrekang;Sulawesi Selatan;2023;12.69;65.5;2103;9.2;80.8;111.96
1443;7317;Kabupaten Luwu;Sulawesi Selatan;2023;12.71;64.3;2107;7.1;97.1;123.32
1444;7318;Kabupaten Tana Toraja;Sulawesi Selatan;2023;12.48;63.4;2124;6.3;90.9;118.1
1445;7322;Kabupaten Luwu Utara;Sulawesi Selatan;2023;12.66;73.3;2326;8.1;130.8;155.25
1446;7324;Kabupaten Luwu Timur;Sulawesi Selatan;2023;6.93;66;2161;8.9;130.8;151.1
1447;7326;Kabupaten Toraja Utara;Sulawesi Selatan;2023;12.12;58.5;2021;6.3;70.9;99.81
1448;7371;Kota Makasar;Sulawesi Selatan;2023;5.07;63;1988;8.2;75.6;105.45
1449;7372;Kota Pare-Pare;Sulawesi Selatan;2023;5.34;63.7;2061;8.7;69.2;101.74
1450;7373;Kota Palopo;Sulawesi Selatan;2023;7.69;60.7;1907;7;110.1;129.84
1451;7404;Kabupaten Buton;Sulawesi Tenggara;2023;13.77;58.7;2014;8;78.2;106.06
1452;7403;Kabupaten Muna;Sulawesi Tenggara;2023;14.07;56.3;1893;5.6;86.1;109.08
1453;7402;Kabupaten Konawe;Sulawesi Tenggara;2023;13.02;63;2089;7.7;91.6;118.64
1454;7401;Kabupaten Kolaka;Sulawesi Tenggara;2023;11.8;68.4;2236;8.9;93.5;124.09
1455;7405;Kabupaten Konawe Selatan;Sulawesi Tenggara;2023;11.26;61.9;2041;6.4;87.6;114.17
1456;7406;Kabupaten Bombana;Sulawesi Tenggara;2023;10.73;59.8;2044;7.5;62.6;94.6
1457;7407;Kabupaten Wakatobi;Sulawesi Tenggara;2023;14.81;63.5;2113;8.1;73.9;105.61
1458;7408;Kabupaten Kolaka Utara;Sulawesi Tenggara;2023;13.57;61.3;2085;7.7;115.9;136.66
1459;7410;Kabupaten Buton Utara;Sulawesi Tenggara;2023;14.06;59.6;2055;6.6;115.9;135.3
1460;7409;Kabupaten Konawe Utara;Sulawesi Tenggara;2023;13.48;59.4;2006;7.5;306.5;281.66
1461;7411;Kabupaten Kolaka Timur;Sulawesi Tenggara;2023;14.04;56.4;1986;8.6;91.3;115.21
1462;7412;Kabupaten Konawe Kepulauan;Sulawesi Tenggara;2023;15.9;54.5;1964;6.1;73.8;99.89
1463;7413;Kabupaten Muna Barat;Sulawesi Tenggara;2023;14.03;55.7;1882;5.6;81.2;104.98
1464;7414;Kabupaten Buton Tengah;Sulawesi Tenggara;2023;15.43;55.3;1779;5.5;81.6;104.01
1465;7415;Kabupaten Buton Selatan;Sulawesi Tenggara;2023;14.76;58.8;2003;6.2;71;99.77
1466;7471;Kota Kendari;Sulawesi Tenggara;2023;4.59;68.8;2053;8.8;99.7;127.04
1467;7472;Kota Bau-Bau;Sulawesi Tenggara;2023;7.53;51.9;1712;8.3;65.2;90.47
1468;7502;Kabupaten Boalemo;Gorontalo;2023;18.38;64.9;2311;12.29;73.27;109.28
1469;7501;Kabupaten Gorontalo;Gorontalo;2023;17.48;61.3;2003;8.67;72.97;103.13
1470;7504;Kabupaten Pohuwato;Gorontalo;2023;17.64;54.5;1955;10.5;59.6;90.5
1471;7503;Kabupaten Bone Bolango;Gorontalo;2023;15.51;51.9;1814;10.61;66.57;93.45
1472;7505;Kabupaten Gorontalo Utara;Gorontalo;2023;17.03;61.8;2151;11.89;68.72;102.8
1473;7571;Kota Gorontalo;Gorontalo;2023;5.64;54.7;1822;11.18;72.6;99.43
1474;7605;Kabupaten Majene;Sulawesi Barat;2023;14.54;58.3;2189;7.62;62.36;95.43
1475;7604;Kabupaten Polewali Mandar;Sulawesi Barat;2023;16.08;65;2211;8.23;74.77;107.91
1476;7603;Kabupaten Mamasa;Sulawesi Barat;2023;14.31;55.6;1960;8.17;55.57;87
1477;7602;Kabupaten Mamuju;Sulawesi Barat;2023;7.57;58;2008;8.37;74.63;103.13
1478;7601;Kabupaten Mamuju Utara;Sulawesi Barat;2023;4.79;61.1;2148;10.69;77.71;108.98
1479;7606;Kabupaten Mamuju Tengah;Sulawesi Barat;2023;7.32;53.8;1938;8.51;60.29;89.85
1480;8103;Kabupaten Kepulauan Tanimbar;Maluku;2023;24.47;44.4;1640;9.1;56.64;80.65
1481;8102;Kabupaten Maluku Tenggara;Maluku;2023;21.79;50.1;1801;3.08;60.53;85.22
1482;8101;Kabupaten Maluku Tengah;Maluku;2023;17.84;57.1;1957;10.64;86.11;111.93
1483;8104;Kabupaten Buru;Maluku;2023;16.53;52;1827;9.73;87.35;109.29
1484;8107;Kabupaten Kepulauan Aru;Maluku;2023;24.21;46.3;1760;8.94;44.58;73.28
1485;8106;Kabupaten Seram Bagian Barat;Maluku;2023;22.39;52.4;1928;9.28;33.6;68.99
1486;8105;Kabupaten Seram Bagian Timur;Maluku;2023;21.08;55.8;1950;9.12;67.42;96.43
1487;8108;Kabupaten Maluku Barat Daya;Maluku;2023;28.78;60.6;2140;8.84;74.4;105.48
1488;8109;Kabupaten Buru Selatan;Maluku;2023;15.28;43.2;1652;8;53.51;77.51
1489;8171;Kota Ambon;Maluku;2023;5.25;53.2;1668;7.21;66.93;91.42
1490;8172;Kota Tual;Maluku;2023;20.68;52.8;1855;8.63;51.96;82.25
1491;8201;Kabupaten Halmahera Barat;Maluku Utara;2023;10.53;53.5;1957;11.22;73.04;100.75
1492;8202;Kabupaten Halmahera Tengah;Maluku Utara;2023;6.74;51.9;1701;9.29;27.71;61.88
1493;8205;Kabupaten Kepulauan Sula;Maluku Utara;2023;8.45;44.1;1798;8.77;56.08;81.65
1494;8204;Kabupaten Halmahera Selatan;Maluku Utara;2023;13.65;55;1898;10.09;38.19;73.46
1495;8203;Kabupaten Halmahera Utara;Maluku Utara;2023;9.18;49.2;1725;10.62;77.39;99.84
1496;8206;Kabupaten Halmahera Timur;Maluku Utara;2023;12.59;47.8;1609;10.76;65.81;89.25
1497;8207;Kabupaten Pulau Morotai;Maluku Utara;2023;3.81;60.7;2123;16.23;81.47;113.51
1498;8208;Kabupaten Pulau Taliabu;Maluku Utara;2023;4.03;59.5;2029;9.36;83.97;111.45
1499;8271;Kota Ternate;Maluku Utara;2023;8.36;55.3;1753;10.25;63.88;91.87
1500;8272;Kota Tidore Kepulauan;Maluku Utara;2023;6.48;51.8;1833;10.85;89.42;111.28
1501;9203;Kabupaten Fak-Fak;Papua Barat;2023;21.38;53.8;1727;9.4;80.7;103.66
1502;9208;Kabupaten Kaimana;Papua Barat;2023;14.57;54.7;1839;11.5;80.7;105.95
1503;9207;Kabupaten Teluk Wondama;Papua Barat;2023;28.9;49.6;1914;13.2;81.2;105.87
1504;9206;Kabupaten Teluk Bintuni;Papua Barat;2023;28.24;55.9;1898;11.6;98.6;120.83
1505;9202;Kabupaten Manokwari;Papua Barat;2023;18.73;53.4;1895;12.9;86.3;110.89
1506;9204;Kabupaten Sorong Selatan;Papua Barat;2023;27.8;40.5;1765;6.3;86;102.07
1507;9201;Kabupaten Sorong;Papua Barat;2023;32.29;59.2;1994;13.8;96.5;122.26
1508;9205;Kabupaten Raja Ampat;Papua Barat;2023;16.76;58.9;1995;5;64.5;94.28
1509;9209;Kabupaten Tambrauw;Papua Barat;2023;26.88;42.8;1679;9.9;103.4;116.73
1510;9210;Kabupaten Maybrat;Papua Barat;2023;18.11;45.7;1643;8.2;78.6;97.72
1511;9211;Kabupaten Manokwari Selatan;Papua Barat;2023;30.28;53.1;1857;11.8;90.1;112.89
1512;9212;Kabupaten Pegunungan Arfak;Papua Barat;2023;31.23;41.8;1761;11.7;103.6;118.04
1513;9271;Kota Sorong;Papua Barat;2023;14.41;60;1869;11.7;67.9;98.46
1514;9101;Kabupaten Merauke;Papua;2023;10.01;65.5;1976;9.7;93.7;120.73
1515;9102;Kabupaten Jayawijaya;Papua;2023;34.71;41.7;1794;8.2;125.4;133.83
1516;9103;Kabupaten Jayapura;Papua;2023;11.45;65.8;2273;13.7;115.2;141.99
1517;9104;Kabupaten Nabire;Papua;2023;23.35;59.5;2052;12.6;94;120.61
1518;9105;Kabupaten Kepulauan Yapen;Papua;2023;25.89;53.4;1879;12.8;68.2;96.76
1519;9106;Kabupaten Biak Namfor;Papua;2023;23.53;48.5;1529;6.3;48.7;73.85
1520;9108;Kabupaten Paniai;Papua;2023;35.39;40;1853;15.5;124.9;136.14
1521;9107;Kabupaten Puncak Jaya;Papua;2023;35.6;39.5;1584;12.8;58.7;81.2
1522;9109;Kabupaten Mimika;Papua;2023;13.55;56.6;1763;10.5;73.7;100.1
1523;9116;Kabupaten Boven Digoel;Papua;2023;19.8;44.6;1657;9.3;71.1;92.1
1524;9117;Kabupaten Mappi;Papua;2023;25.72;37.1;1611;6.3;11.3;41.72
1525;9118;Kabupaten Asmat;Papua;2023;24.36;40.7;1703;6.3;50.5;74.18
1526;9113;Kabupaten Yahukimo;Papua;2023;36.08;33.1;1844;5.6;148.5;147.97
1527;9112;Kabupaten Pegunungan Bintang;Papua;2023;29.79;33.6;1796;4;95;105.91
1528;9114;Kabupaten Tolikara;Papua;2023;31.57;39.4;2259;6.5;105;121.55
1529;9110;Kabupaten Sarmi;Papua;2023;13.21;50.7;1894;10.2;70.1;96.42
1530;9111;Kabupaten Keerom;Papua;2023;15.68;41.7;1584;10.1;90.9;105.78
1531;9115;Kabupaten Waropen;Papua;2023;29.16;43.8;1743;13.3;55.4;82.11
1532;9119;Kabupaten Supiori;Papua;2023;36.99;70.7;2106;11.4;80.8;114.73
1533;9120;Kabupaten Mamberamo Raya;Papua;2023;29.63;73.1;1875;5.8;80.5;110.88
1534;9124;Kabupaten Nduga;Papua;2023;37.09;30.1;1767;4.8;113.5;118.83
1535;9123;Kabupaten Lanny Jaya;Papua;2023;36.94;44.1;2735;11.2;155.2;168.66
1536;9121;Kabupaten Mamberamo Tengah;Papua;2023;35.42;30.7;2080;6;188.7;180.64
1537;9122;Kabupaten Yalimo;Papua;2023;30.97;50.1;2201;7.8;185.9;187.61
1538;9125;Kabupaten Puncak;Papua;2023;36.44;21.6;1618;16.3;47.6;67.68
1539;9126;Kabupaten Dogiyai;Papua;2023;29.2;44.6;1686;13.6;117.3;129.53
1540;9127;Kabupaten Intan Jaya;Papua;2023;40.01;38.3;1746;14.1;127.8;136.09
1541;9128;Kabupaten Deiyai;Papua;2023;38.66;40;1784;16.4;106.6;121.67
1542;9171;Kota Jayapura;Papua;2023;10.5;60.5;1976;14.4;80.5;110.46
